ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,daily_return,cumulative_return,ma5,ma20,month,signal,position,strategy_return,strategy_cumulative_return
002594.SZ,2025-05-21,393.94,404.0,391.01,400.0,394.8,5.2,1.3171,199478.86,7967115.092,0.01317122593718345,0.09439124487004147,388.716,368.78149999999994,2025-05,0,0.0,0.0,0.0
002594.SZ,2025-05-22,399.98,405.56,398.0,398.8,400.0,-1.2,-0.3,146362.8,5868800.084,-0.0030000000000000027,0.09110807113543129,393.11600000000004,371.2835,2025-05,0,0.0,-0.0,0.0
002594.SZ,2025-05-23,399.0,416.98,398.13,405.0,398.8,6.2,1.5547,235574.18,9627525.188,0.015546639919759242,0.10807113543091695,396.28200000000004,373.7915,2025-05,0,0.0,0.0,0.0
002594.SZ,2025-05-26,401.81,403.0,380.0,381.0,405.0,-24.0,-5.9259,309550.63,12014228.946,-0.059259259259259234,0.04240766073871449,395.92,374.242,2025-05,0,0.0,-0.0,0.0
002594.SZ,2025-05-27,375.88,381.0,368.88,372.41,381.0,-8.59,-2.2546,230275.44,8594833.865,-0.022545931758530147,0.018905608755130476,391.442,374.5625,2025-05,0,0.0,-0.0,0.0
002594.SZ,2025-05-28,372.41,372.95,362.07,362.88,372.41,-9.53,-2.559,177753.88,6513230.209,-0.02559007545447234,-0.007168262653898361,384.01800000000003,374.165,2025-05,0,0.0,-0.0,0.0
002594.SZ,2025-05-29,359.59,366.0,355.08,361.13,362.88,-1.75,-0.4823,192061.13,6942900.395,-0.004822530864197483,-0.011956224350204714,376.48400000000004,374.2215,2025-05,0,0.0,-0.0,0.0
002594.SZ,2025-05-30,357.02,358.8,351.3,352.3,361.13,-8.83,-2.4451,190559.91,6733498.591,-0.02445102871542104,-0.036114911080710854,365.944,374.0865,2025-05,-1,0.0,-0.0,0.0
002594.SZ,2025-06-03,351.25,357.99,349.0,356.0,352.3,3.7,1.0502,181892.7,6453885.813,0.010502412716434817,-0.025991792065663044,360.944,374.232,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-04,359.5,364.32,358.15,360.52,356.0,4.52,1.2697,146904.1,5311224.037,0.012696629213483135,-0.013625170998631586,358.566,374.26,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-05,362.39,362.74,356.03,360.75,360.52,0.23,0.0638,108612.75,3908084.318,0.0006379673804504105,-0.012995896032831356,358.14,374.3375,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-06,361.0,362.38,357.5,359.96,360.75,-0.79,-0.219,89697.68,3228098.168,-0.002189882189882253,-0.015157318741449766,357.90600000000006,374.37149999999997,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-09,356.12,356.41,345.11,348.14,359.96,-11.82,-3.2837,255091.34,8932441.523,-0.03283698188687634,-0.04749658002735946,357.07399999999996,373.6175,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-10,349.6,355.0,348.23,353.13,348.14,4.99,1.4333,171785.88,6042960.183,0.014333314183949009,-0.033844049247605645,356.5,372.76,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-11,354.01,365.98,354.01,361.99,353.13,8.86,2.509,203106.74,7326544.794,0.025089910231359536,-0.009603283173734267,356.794,372.5345,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-12,359.89,359.89,353.01,353.24,361.99,-8.75,-2.4172,144046.96,5117764.844,-0.02417193845133847,-0.03354309165526648,355.29200000000003,371.5415,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-13,349.5,349.91,341.49,346.0,353.24,-7.24,-2.0496,210239.87,7256548.254,-0.020495980070207254,-0.053351573187414236,352.5,370.00149999999996,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-16,345.99,347.04,340.8,344.43,346.0,-1.57,-0.4538,102284.05,3508947.839,-0.004537572254335265,-0.05764705882352916,351.758,367.7645,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-17,344.0,346.4,342.4,343.74,344.43,-0.69,-0.2003,70045.3,2408912.944,-0.0020033098162181018,-0.059534883720929965,349.88,365.811,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-18,342.82,349.2,341.97,346.95,343.74,3.21,0.9338,102896.97,3565398.002,0.009338453482283127,-0.050752393980847854,346.87199999999996,363.41850000000005,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-19,344.03,345.29,340.35,340.5,346.95,-6.45,-1.8591,100381.21,3437688.887,-0.018590575010808408,-0.0683994528043772,344.32399999999996,360.44350000000003,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-20,340.03,342.97,339.8,340.25,340.5,-0.25,-0.0734,73538.16,2507526.43,-0.0007342143906020615,-0.069083447332421,343.174,357.51599999999996,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-23,336.85,339.71,333.6,338.2,340.25,-2.05,-0.6025,94593.34,3185477.391,-0.006024981631153614,-0.07469220246238006,341.928,354.17600000000004,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-24,341.23,346.2,341.23,343.38,338.2,5.18,1.5316,144712.59,4979495.319,0.015316380839739852,-0.06051983584131293,341.856,352.295,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-25,345.99,349.73,343.02,349.27,343.38,5.89,1.7153,125738.27,4352301.72,0.017153008328965047,-0.04440492476060154,342.32,351.13800000000003,2025-06,0,0.0,0.0,0.0
002594.SZ,2025-06-26,344.31,344.31,336.83,337.44,349.27,-11.83,-3.3871,204932.14,6967640.374,-0.033870644487073,-0.07677154582763301,341.70799999999997,349.866,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-27,334.0,336.72,333.44,334.24,337.44,-3.2,-0.9483,138617.49,4633461.708,-0.009483167377904222,-0.08552667578659334,340.506,348.5215,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-06-30,334.24,334.24,328.59,331.91,334.24,-2.33,-0.6971,144003.44,4768270.278,-0.0069710387745332,-0.09190150478796122,339.248,347.502,2025-06,0,0.0,-0.0,0.0
002594.SZ,2025-07-01,330.3,333.35,328.79,331.34,331.91,-0.57,-0.1717,88518.04,2931303.337,-0.0017173330119611974,-0.09346101231190118,336.84000000000003,346.269,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-02,332.0,333.86,328.93,330.66,331.34,-0.68,-0.2052,93270.11,3083342.65,-0.0020522725900885552,-0.09532147742818009,333.11800000000005,344.776,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-03,330.98,335.25,330.67,334.56,330.66,3.9,1.1795,123497.81,4123732.531,0.011794592632915935,-0.08465116279069718,332.54200000000003,343.4665,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-04,332.55,334.99,329.77,331.0,334.56,-3.56,-1.0641,104103.55,3454495.463,-0.010640841702534654,-0.09439124487004058,331.894,342.0185,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-07,329.2,330.49,328.44,328.59,331.0,-2.41,-0.7281,88207.72,2901015.557,-0.007280966767371666,-0.10098495212038261,331.22999999999996,341.041,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-08,327.0,329.78,325.72,326.88,328.59,-1.71,-0.5204,116918.14,3825413.668,-0.005204053683922183,-0.10566347469220205,330.338,339.7285,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-09,326.9,328.21,325.78,325.8,326.88,-1.08,-0.3304,121633.11,3969384.13,-0.0033039647577092213,-0.10861833105335117,329.366,337.919,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-10,325.81,326.09,318.85,321.23,325.8,-4.57,-1.4027,210022.06,6741345.468,-0.014027010435850196,-0.12112175102599143,326.7,336.31850000000003,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-11,319.9,326.85,319.02,323.91,321.23,2.68,0.8343,168269.83,5456832.018,0.008342931855679803,-0.11378932968536204,325.28200000000004,335.21400000000006,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-14,323.91,323.91,317.56,318.49,323.91,-5.42,-1.6733,172309.14,5502331.854,-0.01673304312926438,-0.1286183310533512,323.26200000000006,333.91700000000003,2025-07,0,0.0,-0.0,0.0
002594.SZ,2025-07-15,318.2,325.0,318.0,323.05,318.49,4.56,1.4318,162790.94,5252631.322,0.014317560990925848,-0.11614227086183282,322.496,332.88250000000005,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-16,323.06,325.91,323.06,323.72,323.05,0.67,0.2074,110758.35,3594544.238,0.0020739823556725767,-0.11430916552667547,322.08000000000004,331.721,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-17,325.0,328.72,324.1,328.02,323.72,4.3,1.3283,156891.35,5138610.961,0.013283084146793467,-0.10254445964432257,323.438,331.09700000000004,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-18,329.13,329.5,325.25,329.11,328.02,1.09,0.3323,136866.49,4482466.755,0.0033229681117006304,-0.09956224350205156,324.47799999999995,330.54,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-21,327.99,334.12,327.26,334.12,329.11,5.01,1.5223,153945.03,5102459.146,0.015222873811187698,-0.0858549931600543,327.604,330.33599999999996,2025-07,0,0.0,0.0,0.0
002594.SZ,2025-07-22,335.0,342.01,333.21,341.69,334.12,7.57,2.2657,214164.17,7227731.007,0.022656530587812806,-0.0651436388508887,331.332,330.25149999999996,2025-07,1,1.0,0.0,0.0
002594.SZ,2025-07-23,342.09,343.0,337.0,338.07,341.69,-3.62,-1.0594,158907.35,5395840.274,-0.010594398431326701,-0.07504787961696258,334.202,329.6915,2025-07,0,1.0,-0.010594398431326701,-0.010594398431326701
002594.SZ,2025-07-24,338.08,346.54,337.63,342.72,338.07,4.65,1.3755,189063.27,6489370.096,0.01375454787470054,-0.06232558139534827,337.142,329.9555,2025-07,0,1.0,0.01375454787470054,0.003014428282946513
002594.SZ,2025-07-25,341.0,341.4,335.0,337.93,342.72,-4.79,-1.3976,157040.76,5307866.611,-0.013976423902894552,-0.0754309165526671,338.906,330.14,2025-07,0,1.0,-0.013976423902894552,-0.011004126547455417
002594.SZ,2025-07-28,337.93,339.1,335.53,337.0,337.93,-0.93,-0.2752,117056.7,3947000.994,-0.0027520492409670583,-0.07797537619698991,339.482,330.3945,2025-07,0,1.0,-0.0027520492409670583,-0.013725891890310038
002594.SZ,2025-07-29,112.01,112.5,109.77,111.42,111.01,0.41,0.3693,387359.84,4322742.015,-0.6693768545994065,-0.6951573187414499,293.428,319.3985,2025-07,-1,0.0,-0.6693768545994065,-0.6739149521496093
002594.SZ,2025-07-30,108.05,111.16,107.12,108.7,111.42,-2.72,-2.4412,524834.27,5743878.668,-0.024412134266738494,-0.7025991792065662,247.554,308.3005,2025-07,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-07-31,108.2,108.2,105.0,105.24,108.7,-3.46,-3.1831,599499.43,6344900.791,-0.03183072677092924,-0.7120656634746921,200.058,296.83450000000005,2025-07,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-01,104.95,106.24,104.36,105.8,105.24,0.56,0.5321,362336.92,3816659.558,0.0053211706575446716,-0.7105335157318741,153.632,285.57450000000006,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-04,104.0,105.14,102.57,104.88,105.8,-0.92,-0.8696,412936.94,4293903.59,-0.008695652173913104,-0.7130506155950751,107.208,274.389,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-05,104.88,105.21,103.78,104.86,104.88,-0.02,-0.0191,338349.86,3539636.64,-0.0001906941266208717,-0.7131053351573187,105.896,263.288,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-06,104.86,105.0,103.9,104.35,104.86,-0.51,-0.4864,305619.6,3184784.993,-0.00486362769406834,-0.714500683994528,105.026,252.21550000000002,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-07,104.27,106.43,104.16,105.33,104.35,0.98,0.9391,428762.98,4526612.773,0.009391471011020558,-0.7118194254445964,105.04400000000001,241.4205,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-08,105.0,105.03,103.91,103.93,105.33,-1.4,-1.3292,326614.61,3405317.252,-0.013291559859489155,-0.7156497948016416,104.67,230.42149999999998,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-11,103.88,105.66,103.23,105.52,103.93,1.59,1.5299,356697.9,3741329.572,0.015298758779948018,-0.7112995896032832,104.798,219.773,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-12,105.4,106.43,104.7,105.67,105.52,0.15,0.1422,312195.04,3302639.096,0.0014215314632297638,-0.7108891928864569,104.96,208.904,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-13,106.29,107.65,105.84,106.83,105.67,1.16,1.0978,459830.14,4908744.877,0.010977571685435672,-0.7077154582763338,105.45599999999999,198.0595,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-14,107.37,107.5,105.79,106.37,106.83,-0.46,-0.4306,419547.93,4478119.017,-0.004305906580548524,-0.7089740082079343,105.66400000000002,186.977,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-15,105.85,106.64,105.32,106.07,106.37,-0.3,-0.282,361353.46,3831047.052,-0.0028203440819780656,-0.7097948016415868,106.09200000000001,175.825,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-18,105.66,109.49,105.66,108.37,106.07,2.3,2.1684,619251.73,6680761.816,0.02168379372112761,-0.7035020519835841,106.662,164.5375,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-19,108.67,108.92,107.18,107.63,108.37,-0.74,-0.6828,389735.19,4205349.329,-0.00682845806034893,-0.7055266757865937,107.054,152.8345,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-20,107.18,108.26,106.01,108.25,107.63,0.62,0.576,385053.45,4130459.252,0.005760475703800116,-0.7038303693570451,107.33800000000001,141.3435,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-21,107.8,108.83,107.0,107.1,108.25,-1.15,-1.0624,449463.78,4843670.255,-0.010623556581986215,-0.7069767441860464,107.484,129.5625,2025-08,0,0.0,-0.0,-0.6739149521496093
002594.SZ,2025-08-22,107.11,110.97,107.11,110.66,107.1,3.56,3.324,763120.05,8351469.726,0.03323996265172746,-0.697236662106703,108.402,118.199,2025-08,0,0.0,0.0,-0.6739149521496093
002594.SZ,2025-08-25,111.31,112.49,110.31,111.61,110.66,0.95,0.8585,611627.58,6803182.883,0.008584854509307904,-0.6946374829001367,109.05,106.9295,2025-08,1,1.0,0.0,-0.6739149521496093
002594.SZ,2025-08-26,111.75,114.69,110.71,113.75,111.61,2.14,1.9174,692915.85,7850511.029,0.019173909147925716,-0.688782489740082,110.274,107.046,2025-08,0,1.0,0.019173909147925716,-0.6676626270676289
002594.SZ,2025-08-27,113.96,114.06,110.66,110.68,113.75,-3.07,-2.6989,689746.93,7761766.931,-0.026989010989010964,-0.6971819425444595,110.75999999999999,107.14500000000001,2025-08,0,1.0,-0.026989010989010964,-0.6766320840777598
002594.SZ,2025-08-28,109.39,110.19,107.11,109.32,110.68,-1.36,-1.2288,762521.99,8278465.956,-0.0122876761835925,-0.7009028727770177,111.204,107.349,2025-08,0,1.0,-0.0122876761835925,-0.6806055243167753
002594.SZ,2025-08-29,108.88,116.59,108.12,114.06,109.32,4.74,4.3359,1144901.94,12973326.091,0.04335894621295289,-0.6879343365253077,111.88400000000001,107.76200000000001,2025-08,0,1.0,0.04335894621295289,-0.6667569164249121
002594.SZ,2025-09-01,108.5,111.48,108.5,109.7,114.06,-4.36,-3.8225,1329867.38,14546890.247,-0.03822549535332276,-0.6998632010943912,111.502,108.003,2025-09,0,1.0,-0.03822549535332276,-0.6794952983676386
002594.SZ,2025-09-02,108.79,111.1,108.6,110.02,109.7,0.32,0.2917,773224.1,8495472.755,0.0029170464904284543,-0.6989876880984951,110.756,108.261,2025-09,0,1.0,0.0029170464904284543,-0.6785603712525761
002594.SZ,2025-09-03,110.5,110.73,107.01,107.21,110.02,-2.81,-2.5541,735223.27,7975948.716,-0.02554081076167969,-0.7066757865937071,110.06199999999998,108.404,2025-09,0,1.0,-0.02554081076167969,-0.6867701999817186
002594.SZ,2025-09-04,106.59,107.09,103.71,104.0,107.21,-3.21,-2.9941,815740.74,8588835.881,-0.029941236824923,-0.7154582763337891,108.998,108.3375,2025-09,0,1.0,-0.029941236824923,-0.6961486876046893
002594.SZ,2025-09-05,103.86,107.5,103.11,107.26,104.0,3.26,3.1346,787523.85,8307907.948,0.03134615384615391,-0.7065389876880983,107.638,108.50399999999999,2025-09,-1,0.0,0.03134615384615391,-0.6866241176199901
002594.SZ,2025-09-08,106.15,107.13,105.51,106.25,107.26,-1.01,-0.9416,555923.45,5910440.232,-0.009416371433898951,-0.7093023255813952,106.94800000000001,108.54050000000002,2025-09,0,0.0,-0.0,-0.6866241176199901
002594.SZ,2025-09-09,106.0,107.2,105.27,105.49,106.25,-0.76,-0.7153,381636.22,4049249.507,-0.007152941176470584,-0.7113816689466482,106.042,108.53150000000001,2025-09,0,0.0,-0.0,-0.6866241176199901
002594.SZ,2025-09-10,105.52,106.45,105.02,105.2,105.49,-0.29,-0.2749,322368.95,3401353.898,-0.002749075741776408,-0.7121751025991789,105.64000000000001,108.45,2025-09,0,0.0,-0.0,-0.6866241176199901
002594.SZ,2025-09-11,105.25,106.6,104.89,106.59,105.2,1.39,1.3213,537781.49,5683446.689,0.013212927756653947,-0.7083720930232555,106.15799999999999,108.46099999999998,2025-09,0,0.0,0.0,-0.6866241176199901
002594.SZ,2025-09-12,106.6,107.58,105.9,105.91,106.59,-0.68,-0.638,455910.18,4859782.579,-0.006379585326953818,-0.7102325581395347,105.888,108.453,2025-09,0,0.0,-0.0,-0.6866241176199901
