month,monthly_close_mean
2025-01,1452.9177777777777
2025-02,1459.1372222222224
2025-03,1560.735714285714
2025-04,1551.337619047619
2025-05,1575.9184210526316
2025-06,1451.0520000000001
2025-07,1431.7147826086957
2025-08,1440.8019047619048
2025-09,1478.9536363636364
2025-10,1447.6376470588236
2025-11,1453.0639999999999
2025-12,1415.57
